"","Product_ID","User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","TC_Code","Product_Category_1","Product_Category_2","Product_Category_3","Purchase"
"148056","P00253542",1004831,"F","26-35",1,"C","1",0,18,8,NA,NA,9781
"362227","P00117442",1001748,"M","51-55",1,"A","1",1,14,5,14,NA,7007
"277760","P00220442",1000847,"F","26-35",7,"B","1",1,16,5,14,NA,8708
"251026","P00108842",1002752,"M","26-35",15,"A","2",0,14,5,15,NA,7013
"271810","P00234642",1005880,"M","26-35",1,"A","1",1,22,1,6,8,11918
"403809","P00343442",1002073,"F","18-25",4,"B","4+",0,4,12,NA,NA,1724
"378432","P00003242",1004227,"M","26-35",19,"A","0",0,12,8,15,NA,6100
"502238","P00212742",1005369,"M","26-35",15,"A","1",0,14,5,NA,NA,7075
"317734","P00086042",1001015,"M","36-45",3,"A","4+",1,16,8,14,17,8087
"520283","P00009342",1002060,"M","0-17",1,"C","3",0,8,1,16,NA,4180
"481787","P00352142",1002129,"M","26-35",5,"B","1",0,22,1,6,16,11944
"445915","P00134942",1002681,"F","26-35",4,"B","1",0,14,5,14,NA,7139
"487565","P00258742",1003180,"M","26-35",14,"B","1",0,14,5,NA,NA,6983
"482409","P00111042",1002224,"M","26-35",12,"C","2",1,42,15,NA,NA,21547
"503434","P00145042",1005553,"M","36-45",3,"C","3",0,30,1,2,5,15692
"37428","P00275842",1005765,"M","26-35",11,"B","2",1,18,2,9,15,9714
"163700","P00088242",1001295,"F","36-45",6,"C","1",1,40,6,10,13,20614
"484385","P00351142",1002639,"F","26-35",6,"C","3",0,38,1,8,17,19579
"308430","P00153842",1005526,"F","36-45",2,"A","0",0,12,8,14,16,6179
"439684","P00295242",1001671,"M","36-45",0,"B","2",0,16,8,NA,NA,7910
"145789","P00050242",1004463,"M","51-55",7,"C","2",1,18,8,NA,NA,9778
"25720","P00129542",1003958,"M","46-50",7,"C","1",0,12,8,14,NA,6143
"125802","P00196542",1001396,"F","26-35",12,"A","4+",1,10,5,8,14,5306
"516887","P00316542",1001613,"M","18-25",20,"A","1",0,6,5,NA,NA,3558
"388160","P00153742",1005744,"F","26-35",4,"A","2",0,16,8,NA,NA,7872
"252516","P00015842",1002983,"M","18-25",4,"C","1",0,30,1,14,16,15160
"178557","P00112442",1003615,"M","26-35",17,"C","2",0,24,6,8,NA,12127
"170327","P00024342",1002237,"F","36-45",6,"B","1",0,18,8,14,NA,9750
"83974","P00000942",1000999,"M","26-35",15,"B","2",0,30,1,NA,NA,15886
"96331","P00111742",1002921,"M","51-55",1,"C","2",0,40,15,NA,NA,21284
"220281","P00345842",1003957,"M","36-45",11,"B","1",0,26,2,8,14,13245
"394971","P00274942",1000818,"M","18-25",4,"C","2",0,20,8,NA,NA,9968
"166489","P00134942",1001697,"F","18-25",4,"B","3",0,14,5,14,NA,7185
"223424","P00127442",1004415,"M","18-25",0,"B","1",0,30,1,2,15,15551
"479859","P00258042",1001882,"M","36-45",16,"C","4+",0,12,11,NA,NA,5911
"529752","P00189142",1003618,"M","55+",17,"A","4+",1,16,8,NA,NA,7985
"462594","P00145042",1005242,"M","26-35",1,"C","3",1,14,1,2,5,7744
"152107","P00105642",1005513,"M","36-45",1,"C","2",1,18,8,NA,NA,9840
"266472","P00315842",1005042,"F","18-25",2,"A","4+",1,6,5,NA,NA,3571
"174260","P00232442",1002967,"M","26-35",0,"A","1",0,10,5,NA,NA,5430
"400687","P0097242",1001647,"M","18-25",18,"B","0",0,30,1,16,NA,15360
"124566","P00016842",1001230,"M","26-35",11,"B","2",0,22,1,2,15,11701
"262846","P00291942",1004448,"M","26-35",14,"A","0",0,16,8,17,NA,7851
"301289","P00063342",1004374,"M","18-25",4,"B","1",0,22,1,2,9,11777
"133935","P00116842",1002668,"F","26-35",4,"A","3",1,18,2,5,8,9666
"3688","P00346142",1000602,"F","55+",6,"C","2",0,38,1,15,NA,19512
"214741","P00028842",1003193,"M","26-35",0,"C","4+",1,38,6,8,NA,20166
"282514","P00153742",1001515,"M","26-35",16,"C","3",1,16,8,NA,NA,8063
"17523","P00033342",1002764,"M","26-35",7,"B","1",0,8,5,14,NA,3744
"130478","P00176342",1002030,"M","26-35",4,"B","1",0,16,8,NA,NA,7952
"250267","P00293342",1002590,"M","18-25",4,"A","0",0,16,8,NA,NA,8120
"372279","P00110742",1003383,"M","55+",16,"C","4+",1,22,1,2,8,11744
"247946","P00180342",1002131,"M","26-35",0,"B","1",0,14,11,NA,NA,7452
"42450","P00220442",1000541,"F","18-25",4,"C","3",0,16,5,14,NA,8612
"80068","P00287842",1000327,"M","36-45",18,"C","4+",0,8,8,18,NA,3900
"385756","P00270242",1005367,"M","18-25",4,"A","1",0,16,8,NA,NA,7839
"288822","P00115742",1002489,"F","36-45",9,"B","1",0,32,6,10,16,16338
"178690","P00016942",1003626,"M","26-35",17,"B","3",0,10,5,NA,NA,5254
"157809","P00100442",1000377,"M","26-35",17,"B","2",0,26,2,4,5,13298
"514000","P00052842",1001191,"F","36-45",0,"B","3",1,36,10,15,NA,18779
"504954","P00048742",1005786,"M","26-35",6,"B","1",1,10,5,NA,NA,5285
"220664","P00182142",1004014,"M","26-35",0,"C","2",1,30,1,5,6,15709
"322374","P00178642",1001645,"F","18-25",9,"B","1",1,14,5,15,NA,6897
"21185","P00057942",1003346,"M","36-45",7,"B","3",1,30,1,2,6,15643
"520807","P00244042",1002125,"M","36-45",3,"C","0",0,14,1,2,15,7709
"233219","P00110742",1005963,"M","26-35",15,"A","0",0,16,1,2,8,8128
"162806","P00080042",1001170,"M","55+",3,"A","2",1,8,5,14,NA,3728
"410786","P00118542",1003283,"M","36-45",16,"C","0",1,14,5,8,NA,7145
"69449","P00004342",1004620,"F","18-25",17,"B","1",1,12,8,NA,NA,6059
"77546","P00035542",1005954,"M","46-50",11,"A","2",1,26,3,4,12,13385
"131535","P00170642",1002181,"M","26-35",0,"B","4+",1,6,5,8,NA,3503
"258824","P00147942",1003853,"M","26-35",14,"B","1",1,30,1,16,NA,15475
"118771","P00120542",1000320,"M","36-45",6,"C","4+",0,16,8,14,NA,7862
"451752","P00157142",1003590,"F","18-25",15,"A","1",0,12,11,16,NA,6142
"88599","P00076042",1001655,"M","18-25",4,"C","2",1,20,8,NA,NA,10013
"145541","P00084842",1004433,"M","26-35",0,"B","1",1,16,8,16,NA,8097
"154533","P00237542",1005878,"F","26-35",0,"A","4+",1,30,1,15,16,15770
"385966","P00085942",1005406,"F","36-45",0,"C","3",1,24,2,4,8,12916
"389565","P00179242",1005954,"M","46-50",11,"A","2",1,4,11,NA,NA,1581
"267717","P00129142",1005256,"M","26-35",16,"B","4+",1,8,1,11,NA,3916
"238071","P00265142",1000749,"M","36-45",18,"B","0",0,20,3,12,NA,10800
"304385","P00151742",1004879,"M","26-35",3,"A","2",0,16,8,15,16,8068
"158759","P00062842",1000545,"M","36-45",17,"C","2",0,22,1,2,13,11918
"66392","P00065442",1004150,"M","26-35",0,"B","3",0,16,8,16,NA,8094
"347805","P00154042",1005568,"M","18-25",4,"C","3",0,38,1,2,15,19669
"504969","P00359042",1005787,"M","26-35",20,"B","0",0,18,2,8,14,9526
"35836","P00057542",1005530,"F","18-25",4,"B","0",0,10,3,4,5,5648
"526946","P00279342",1003227,"F","26-35",14,"A","2",0,10,5,14,NA,5159
"534135","P0096642",1004238,"M","36-45",16,"B","3",0,8,2,3,4,3758
"143730","P00304142",1004141,"M","36-45",17,"B","2",0,14,5,11,NA,7019
"410423","P00261542",1003220,"M","36-45",7,"B","0",1,32,16,NA,NA,16397
"168988","P00114042",1002050,"F","36-45",3,"C","2",0,14,5,14,NA,7034
"87594","P00243942",1001501,"M","26-35",11,"A","3",0,30,1,2,15,15802
"108911","P00190942",1004750,"F","26-35",0,"A","2",0,20,3,4,NA,10909
"190123","P00090542",1005367,"M","18-25",4,"A","1",0,40,16,NA,NA,20889
"62872","P00170242",1003675,"M","36-45",7,"B","3",0,12,2,3,4,6361
"64347","P00100442",1003854,"M","26-35",14,"C","1",1,32,2,4,5,16290
"199574","P00297542",1000838,"M","51-55",17,"C","0",0,20,8,NA,NA,10005
"327235","P00051142",1002368,"F","55+",13,"C","1",0,16,8,NA,NA,8133
"139606","P00114442",1003576,"M","51-55",7,"B","3",1,14,5,6,NA,7049
"22536","P00241242",1003529,"F","46-50",1,"C","0",1,22,1,11,15,11702
"117973","P00248442",1000195,"M","26-35",12,"B","4+",1,16,3,4,NA,8410
"462858","P00288042",1005290,"F","18-25",4,"B","0",1,12,8,NA,NA,6009
"200410","P00131742",1000975,"M","36-45",0,"B","2",1,16,8,NA,NA,7906
"282690","P00136842",1001552,"M","46-50",20,"B","1",1,30,1,8,16,15679
"71978","P00086442",1005065,"M","26-35",14,"C","4+",1,8,8,13,15,4071
"82898","P00211042",1000817,"M","18-25",4,"B","2",0,10,5,NA,NA,5460
"146877","P00142142",1004633,"M","0-17",0,"B","1",0,36,1,2,15,19063
"67060","P00335442",1004272,"M","46-50",17,"B","0",0,22,1,15,NA,11845
"42026","P00112142",1000480,"F","18-25",4,"C","1",0,22,1,2,14,11835
"397503","P0099742",1001185,"F","36-45",1,"C","3",0,16,3,4,5,7938
"526710","P00148642",1003195,"M","18-25",4,"B","4+",0,16,6,10,13,8586
"502845","P00058242",1005468,"M","26-35",12,"A","1",0,16,3,4,12,8077
"296481","P00270942",1003693,"M","26-35",15,"B","1",1,22,1,2,15,11731
"469966","P00025442",1000403,"M","18-25",4,"A","2",0,36,1,2,9,18967
"360662","P00073642",1001530,"M","26-35",4,"A","1",1,12,8,NA,NA,6068
"131149","P00029642",1002121,"M","55+",13,"C","0",1,14,5,8,NA,7106
"348800","P00310242",1005722,"M","26-35",20,"A","2",1,16,7,NA,NA,8385
"405994","P00184942",1002472,"M","26-35",18,"A","1",1,38,1,8,17,19413
"188637","P00058342",1005108,"F","26-35",9,"B","3",1,16,3,4,NA,8265
"190052","P00153842",1005363,"M","55+",13,"C","1",0,20,8,14,16,10015
"258004","P00196542",1003766,"F","18-25",1,"B","1",0,10,5,8,14,5230
"161272","P00001142",1000964,"M","26-35",7,"B","1",1,16,5,8,14,8571
"57958","P00121642",1002938,"F","26-35",0,"B","1",0,14,5,14,NA,7085
"330034","P00111442",1002883,"M","18-25",20,"B","3",0,16,8,NA,NA,7814
"155401","P00043442",1006016,"M","46-50",1,"B","1",1,6,5,14,NA,3528
"502515","P00253242",1005422,"M","51-55",7,"A","2",1,10,5,NA,NA,5146
"185503","P00112142",1004596,"F","18-25",4,"B","1",0,30,1,2,14,15219
"143956","P00316542",1004193,"M","55+",13,"C","1",0,14,5,NA,NA,7053
"30107","P00234842",1004578,"M","26-35",0,"A","4+",0,16,5,6,16,8704
"441458","P00085242",1001911,"F","18-25",4,"C","0",0,12,8,14,17,6153
"492877","P00073842",1003887,"M","18-25",4,"C","1",0,14,1,15,17,7645
"426356","P00129642",1005643,"F","36-45",1,"A","3",1,14,5,NA,NA,6901
"184786","P00248742",1004484,"F","26-35",17,"C","1",0,14,5,NA,NA,6981
"302298","P00327542",1004508,"M","26-35",20,"A","2",0,10,5,NA,NA,5247
"269348","P00176642",1005519,"M","36-45",15,"C","3",0,24,6,8,NA,12186
"248782","P0094642",1002273,"M","26-35",6,"C","4+",0,6,4,5,NA,2742
"93032","P00120142",1002279,"M","51-55",7,"B","2",1,18,5,NA,NA,8859
"131359","P00176842",1002162,"F","0-17",10,"C","2",0,2,12,14,NA,1404
"23755","P00221942",1003691,"M","26-35",7,"B","1",1,16,1,8,NA,8136
"78097","P00312342",1006036,"F","26-35",15,"B","4+",1,16,8,NA,NA,7876
"182245","P00233942",1004098,"M","36-45",7,"C","4+",0,22,1,15,NA,11657
"349508","P00154242",1005831,"M","26-35",1,"A","2",1,14,8,NA,NA,7773
"302419","P00193242",1004517,"F","18-25",1,"A","0",1,32,6,8,NA,16628
"308192","P00245642",1005495,"F","18-25",4,"B","3",1,16,5,11,12,8773
"440262","P00053042",1001737,"M","36-45",20,"B","3",0,14,5,14,16,7135
"506284","P00244142",1005996,"F","26-35",0,"B","1",1,24,1,2,15,12099
"146767","P00212542",1004609,"F","26-35",4,"B","0",0,12,8,14,NA,5932
"319652","P00115642",1001260,"M","26-35",17,"B","0",0,16,8,14,NA,8104
"390403","P00059442",1000048,"M","26-35",4,"B","3",1,32,6,8,16,16673
"411156","P00053942",1003320,"M","26-35",1,"B","1",1,30,1,2,5,15815
"378911","P00192042",1004289,"M","36-45",14,"C","4+",1,16,5,9,14,8577
"277801","P00193142",1000853,"M","26-35",17,"B","4+",0,14,5,NA,NA,6940
"6335","P00276142",1001019,"M","36-45",1,"A","4+",1,2,12,NA,NA,1430
"403254","P00057642",1001998,"F","51-55",9,"B","2",1,8,1,15,16,4533
"30498","P00338442",1004653,"M","36-45",12,"B","3",1,16,1,16,NA,8261
"411068","P00367042",1003312,"F","18-25",4,"A","3",0,12,8,NA,NA,5883
"358822","P00084442",1001266,"M","26-35",4,"B","0",1,2,13,16,NA,934
"21396","P00293342",1003383,"M","55+",16,"C","4+",1,12,8,NA,NA,5860
"140200","P00356042",1003656,"F","46-50",5,"C","3",1,16,1,15,NA,8029
"301946","P00221842",1004472,"F","46-50",16,"B","0",1,22,1,8,NA,11382
"383324","P00233742",1004972,"M","36-45",0,"C","2",0,30,1,15,NA,15462
"390835","P00158742",1000136,"M","18-25",2,"B","3",0,14,5,8,NA,6957
"302736","P00362642",1004579,"F","18-25",4,"B","1",1,16,8,18,NA,8109
"311260","P00254242",1005972,"F","26-35",20,"B","0",0,14,5,11,12,6940
"431030","P00295442",1000338,"M","36-45",7,"A","1",0,12,8,NA,NA,6008
"20274","P00028542",1003206,"M","18-25",20,"C","2",0,30,6,8,14,16073
"453662","P00053042",1003834,"M","18-25",2,"B","2",0,14,5,14,16,7065
"65941","P00326942",1004083,"M","55+",14,"A","0",0,16,5,14,NA,8784
"518735","P00216342",1001867,"M","51-55",7,"A","2",0,22,3,4,5,11005
"210169","P00330242",1002380,"M","26-35",4,"A","0",1,14,5,NA,NA,6960
"7034","P00036342",1001117,"M","18-25",14,"B","3",0,14,5,8,NA,7024
"363507","P00132942",1001928,"M","0-17",10,"B","1",0,22,1,NA,NA,11843
"284123","P00088642",1001741,"M","36-45",7,"A","4+",1,16,5,8,17,8635
"189183","P00248942",1005217,"M","26-35",17,"B","3",0,30,1,6,14,15740
"364408","P00046442",1002035,"F","18-25",0,"C","1",0,12,8,NA,NA,5924
"112217","P00294442",1005316,"M","18-25",4,"A","2",0,20,3,4,12,10733
"474344","P00326742",1001103,"F","46-50",7,"C","2",0,12,11,NA,NA,6025
"367201","P00022442",1002529,"F","36-45",9,"A","3",0,12,8,16,NA,6085
"429712","P00054242",1000151,"F","26-35",20,"A","1",1,36,1,6,14,18973
"235682","P00161442",1000342,"M","18-25",12,"C","4+",0,10,5,14,NA,5250
"519680","P00366742",1001980,"M","36-45",7,"A","1",0,40,7,NA,NA,20364
"48511","P00000742",1001441,"M","36-45",16,"C","3",1,14,5,14,NA,6888
"406684","P00255742",1002599,"M","26-35",12,"B","2",0,22,3,4,NA,11027
"63144","P00197042",1003704,"F","36-45",0,"C","4+",1,10,5,NA,NA,5199
"379993","P00361842",1004445,"M","26-35",3,"A","4+",0,8,15,16,NA,4418
"78518","P00313542",1000062,"F","36-45",3,"A","1",0,14,5,8,NA,7018
"110853","P00173842",1005071,"F","26-35",7,"B","2",0,30,1,2,15,15494
"317931","P00321542",1001042,"M","36-45",5,"C","3",1,4,5,NA,NA,2011
"166589","P00117942",1001714,"M","26-35",17,"C","0",1,10,5,15,NA,5219
"373801","P00080342",1003576,"M","51-55",7,"B","3",1,36,1,6,8,18957
"191839","P00283942",1005640,"M","36-45",17,"C","0",0,18,5,NA,NA,8903
"252305","P00014642",1002934,"F","36-45",20,"B","3",0,12,8,14,17,6102
"186112","P00013742",1004705,"F","18-25",0,"C","0",1,14,5,NA,NA,7065
"242812","P00057642",1001425,"M","0-17",10,"B","1",0,38,1,15,16,19328
"25400","P00234742",1003909,"M","18-25",17,"A","2",0,12,8,NA,NA,5965
"189032","P00345642",1005178,"M","51-55",0,"C","1",1,22,1,15,16,11466
"188190","P00354142",1005046,"M","26-35",16,"A","0",0,32,6,8,NA,16630
"167146","P00021742",1001789,"M","0-17",10,"C","2",0,16,5,NA,NA,8725
"18175","P00346342",1002868,"M","36-45",12,"B","3",0,30,1,15,NA,15554
"130451","P00237842",1002029,"F","26-35",12,"A","0",0,6,5,NA,NA,3598
"536874","P00170442",1004626,"M","26-35",14,"B","4+",0,16,5,NA,NA,8816
"341682","P00207942",1004543,"M","26-35",2,"A","0",0,32,6,8,NA,16464
"241698","P00000742",1001265,"F","18-25",20,"B","0",1,6,5,14,NA,3528
"468384","P00200342",1000146,"F","36-45",20,"B","3",1,32,16,NA,NA,16221
"55208","P00085942",1002464,"F","18-25",4,"C","4+",0,24,2,4,8,12697
"179992","P00359042",1003808,"M","26-35",7,"A","2",1,8,2,8,14,3721
"535435","P00121342",1004424,"M","26-35",7,"A","2",0,36,1,5,18,19172
"58031","P00105142",1002953,"M","26-35",20,"C","1",1,8,1,2,15,4122
"147801","P00195942",1004796,"M","36-45",7,"A","4+",1,20,3,4,NA,10829
"243763","P00282042",1001579,"M","26-35",0,"A","0",0,8,5,15,NA,3705
"338836","P00184942",1004118,"M","26-35",3,"C","3",0,36,1,8,17,19127
"109102","P00057642",1004790,"F","26-35",2,"A","4+",1,22,1,15,16,11858
"161453","P00051142",1000999,"M","26-35",15,"B","2",0,16,8,NA,NA,7855
"109535","P00129642",1004859,"F","18-25",14,"C","2",0,16,5,NA,NA,8631
"283610","P00269442",1001680,"M","26-35",20,"A","3",1,8,11,15,NA,4541
"238788","P00197042",1000863,"M","26-35",7,"C","4+",0,14,5,NA,NA,7148
"174584","P00328742",1003024,"M","36-45",17,"A","4+",0,24,1,17,NA,12013
"37486","P00271142",1005774,"M","18-25",4,"A","2",1,14,5,NA,NA,7009
"172042","P00078742",1002600,"M","26-35",14,"C","1",1,6,5,8,14,3445
"193225","P00113042",1005837,"M","26-35",7,"B","0",1,14,11,16,NA,7500
"51764","P00035842",1001904,"M","18-25",1,"B","4+",0,10,5,6,9,5153
"336893","P00052642",1003843,"F","0-17",10,"B","2",0,8,5,14,NA,3656
"182473","P00137242",1004139,"M","55+",14,"B","1",1,10,5,NA,NA,5290
"154676","P00156742",1005893,"M","26-35",7,"A","0",0,14,5,6,8,6960
"36020","P00177542",1005555,"M","0-17",10,"B","2",0,30,1,8,NA,15880
"417867","P00325542",1004285,"M","36-45",0,"B","3",0,6,18,NA,NA,3015
"433540","P00115942",1000769,"M","46-50",17,"C","4+",1,20,8,17,NA,9928
"305271","P00268442",1005019,"M","26-35",7,"A","4+",0,16,8,17,NA,8098
"371773","P00059642",1003308,"F","18-25",20,"B","3",1,36,1,2,3,19146
"108730","P00169942",1004728,"M","26-35",19,"B","3",0,8,5,14,NA,3745
"369008","P00241142",1002860,"M","36-45",17,"A","2",0,16,8,NA,NA,7931
"165824","P00221342",1001614,"M","36-45",0,"B","1",1,30,1,2,5,15470
"416458","P00062742",1004058,"M","26-35",6,"B","3",1,16,8,17,NA,7983
"31082","P00352242",1004742,"M","26-35",3,"A","2",0,16,1,6,16,7888
"433876","P00297442",1000820,"M","36-45",7,"A","1",0,6,2,15,NA,3433
"291398","P00042842",1002931,"M","18-25",4,"B","2",0,6,5,NA,NA,3456
"127486","P00033542",1001639,"M","26-35",17,"B","1",0,4,5,NA,NA,2001
"464105","P00034342",1005491,"M","18-25",7,"A","1",0,14,5,NA,NA,7143
"360317","P00321342",1001472,"M","26-35",7,"C","1",0,24,1,NA,NA,11974
"81300","P00190342",1000544,"M","36-45",12,"B","2",0,4,4,12,NA,2115
"31376","P00154042",1004801,"M","26-35",4,"C","3",0,36,1,2,15,18953
"451398","P00006942",1003539,"F","26-35",4,"A","1",1,30,1,5,6,15259
"457599","P00305042",1004409,"M","26-35",14,"C","1",1,8,11,13,16,4443
"164149","P00119142",1001354,"F","26-35",2,"B","3",0,10,3,4,12,5718
"459633","P00289342",1004729,"M","51-55",16,"C","1",1,14,5,8,14,7004
"303617","P00153842",1004738,"M","55+",1,"C","1",0,16,8,14,16,8141
"150597","P00317942",1005267,"M","36-45",7,"C","2",0,14,8,16,NA,7777
"283911","P00334242",1001715,"M","26-35",16,"C","2",1,38,1,8,NA,19303
"381661","P00117642",1004685,"M","36-45",1,"B","2",1,18,10,16,NA,9857
"506444","P00116242",1006016,"M","46-50",1,"B","1",1,12,8,15,NA,6106
"286337","P00196542",1002044,"F","46-50",0,"C","0",1,8,5,8,14,3691
"192764","P00277642",1005779,"M","26-35",5,"A","1",0,18,2,3,10,9802
"477281","P00062842",1001500,"M","26-35",17,"A","2",0,30,1,2,13,15216
"417251","P0095842",1004186,"M","26-35",7,"B","1",1,10,3,4,12,5344
"73878","P00255842",1005375,"M","26-35",0,"C","0",0,40,16,NA,NA,20964
"327106","P00101342",1002324,"M","36-45",17,"C","3",0,24,6,8,NA,12711
"126319","P00177842",1001465,"M","51-55",16,"B","4+",1,16,8,NA,NA,7894
"105286","P00031042",1004223,"F","36-45",17,"A","2",0,16,8,NA,NA,7970
"195398","P00053742",1000151,"F","26-35",20,"A","1",1,6,5,14,NA,3460
"121232","P00139542",1000743,"F","0-17",2,"A","2",0,10,5,NA,NA,5232
"34230","P00154042",1005278,"F","26-35",7,"B","1",0,30,1,2,15,15540
"483433","P00343142",1002451,"M","46-50",12,"C","1",1,18,2,4,NA,9652
"511832","P00208142",1000881,"M","18-25",14,"A","1",0,12,8,NA,NA,5890
"215306","P00035942",1003283,"M","36-45",16,"C","0",1,22,1,5,18,11940
"325874","P00145042",1002115,"M","36-45",17,"C","1",0,30,1,2,5,15823
"103217","P00249142",1003922,"M","18-25",4,"B","1",0,10,5,NA,NA,5212
"66808","P00345442",1004227,"M","26-35",19,"A","0",0,4,5,11,NA,2044
"175802","P00014542",1003227,"F","26-35",14,"A","2",0,20,8,NA,NA,10073
"176652","P00070642",1003361,"M","26-35",4,"B","0",0,4,11,16,NA,1712
"512080","P00190042",1000925,"F","36-45",3,"A","2",0,16,3,4,5,7935
"12349","P00209842",1001865,"F","18-25",1,"B","2",0,14,5,8,NA,7181
"293800","P00350942",1003329,"M","51-55",18,"B","1",1,20,3,4,5,10797
"9090","P00250242",1001390,"M","36-45",16,"C","3",1,10,5,NA,NA,5408
"53675","P00080642",1002166,"M","0-17",10,"C","1",0,30,1,16,NA,15807
"212222","P00084842",1002791,"M","55+",7,"A","1",1,20,8,16,NA,9893
"2341","P00289242",1000366,"M","51-55",15,"B","1",1,22,1,8,NA,11825
"434425","P00146742",1000910,"F","51-55",0,"B","1",1,22,1,13,14,11619
"508893","P00108242",1000386,"M","26-35",0,"A","1",1,32,7,NA,NA,16335
"129222","P00322342",1001877,"F","46-50",20,"B","2",1,8,5,14,NA,3723
"264475","P00128142",1004711,"M","26-35",17,"C","1",1,36,1,5,18,19102
"411553","P00208042",1003391,"M","18-25",4,"A","0",0,12,8,NA,NA,5847
"426839","P00170642",1005722,"M","26-35",20,"A","2",1,10,5,8,NA,5296
"437489","P00112542",1001340,"M","26-35",7,"A","2",0,36,1,11,15,19146
"378352","P00288742",1004213,"M","36-45",7,"B","4+",0,32,16,NA,NA,16548
"316698","P00114142",1000843,"M","26-35",7,"B","2",1,16,8,NA,NA,7806
"196368","P00308242",1000307,"M","51-55",16,"B","0",1,16,5,8,14,8639
"515054","P00255542",1001331,"M","46-50",0,"C","4+",1,14,5,NA,NA,7152
"447393","P00346242",1002921,"M","51-55",1,"C","2",0,30,1,15,NA,15689
"477610","P00118042",1001577,"M","55+",0,"C","1",1,18,8,NA,NA,9723
"30634","P00339542",1004671,"M","26-35",12,"A","2",0,30,1,NA,NA,15224
"119895","P00146042",1000520,"F","36-45",20,"A","2",0,14,1,13,15,7652
"137680","P00190342",1003308,"F","18-25",20,"B","3",1,6,4,12,NA,2852
"508603","P00266042",1000331,"M","26-35",7,"B","1",0,16,8,NA,NA,8074
"62119","P00044242",1003576,"M","51-55",7,"B","3",1,20,2,4,8,10079
"188983","P00116742",1005167,"M","18-25",15,"C","3",0,12,11,NA,NA,6142
"320957","P00270142",1001434,"F","0-17",10,"A","0",0,4,5,NA,NA,1726
"301264","P00102342",1004370,"M","26-35",16,"C","4+",0,14,8,14,17,7772
"190936","P00233342",1005511,"M","46-50",1,"B","1",1,30,1,15,16,15853
"368377","P00249542",1002771,"M","18-25",1,"A","4+",0,16,1,5,15,8193
"288296","P00136542",1002383,"F","26-35",14,"B","3",0,14,5,8,NA,6989
"434618","P00229942",1000941,"M","18-25",20,"C","1",0,4,5,NA,NA,1966
"423494","P00350442",1005175,"F","36-45",9,"C","1",0,20,2,3,15,10018
"78152","P00034742",1000002,"M","55+",16,"C","4+",0,16,5,14,17,8644
"332396","P00111142",1003259,"F","18-25",4,"A","2",0,38,1,15,16,19659
"398459","P00370242",1001319,"F","26-35",3,"C","2",1,16,5,NA,NA,8668
"354763","P00033642",1000678,"M","26-35",0,"A","0",1,16,5,8,NA,8692
"533949","P00110742",1004210,"M","26-35",17,"C","0",0,38,1,2,8,19654
"183624","P00182442",1004322,"F","51-55",6,"B","1",0,6,5,11,NA,3521
"406995","P00034742",1002665,"M","36-45",11,"B","1",0,16,5,14,17,8647
"529568","P00357342",1003596,"F","36-45",4,"A","3",0,20,8,NA,NA,10046
"93421","P00158542",1002378,"M","26-35",3,"C","1",1,4,5,6,13,1951
"232343","P00101842",1005825,"F","26-35",4,"B","2",1,38,6,16,NA,20157
"65922","P00319942",1004079,"M","36-45",17,"B","3",1,38,1,8,NA,19523
